Timestamp;Machine_ID;Status;Speed_RPM
2026-08-18T16:19:57.423453;machine_02;RUNNING;181.0
2026-08-18T16:19:57.407493;machine_01;STOPPED;0.0
2026-08-18T16:19:56.448600;machine_01;STOPPED;0.0
2026-08-18T16:19:56.401767;machine_02;RUNNING;188.0
2026-08-18T16:19:55.403432;machine_02;RUNNING;202.0
2026-08-18T16:19:55.389291;machine_01;STOPPED;0.0
2026-08-18T16:19:54.389664;machine_01;STOPPED;0.0
2026-08-18T16:19:54.371579;machine_02;RUNNING;202.0
2026-08-18T16:19:53.503588;machine_01;STOPPED;0.0
2026-08-18T16:19:53.403712;machine_02;RUNNING;810.0
2026-08-18T16:19:52.192642;machine_02;RUNNING;1116.0
2026-08-18T16:19:52.180038;machine_01;STOPPED;0.0
2026-08-18T16:19:51.182775;machine_01;STOPPED;0.0
2026-08-18T16:19:51.167823;machine_02;RUNNING;1703.0
2026-08-18T16:19:50.175738;machine_01;STOPPED;0.0
2026-08-18T16:19:50.159056;machine_02;RUNNING;814.0
2026-08-18T16:19:49.170172;machine_01;STOPPED;0.0
2026-08-18T16:19:49.155986;machine_02;RUNNING;502.0
2026-08-18T16:19:48.164098;machine_01;STOPPED;0.0
2026-08-18T16:19:48.148439;machine_02;RUNNING;513.0
2026-08-18T16:19:47.158328;machine_01;STOPPED;0.0
2026-08-18T16:19:47.146085;machine_02;STOPPED;0.0
2026-08-18T16:19:46.143140;machine_01;STOPPED;0.0
2026-08-18T16:19:46.128097;machine_02;STOPPED;0.0
2026-08-18T16:19:45.126530;machine_02;STOPPED;0.0
2026-08-18T16:19:45.112968;machine_01;STOPPED;0.0
2026-08-18T16:19:44.115805;machine_02;STOPPED;0.0
2026-08-18T16:19:44.103582;machine_01;STOPPED;74.0
2026-08-18T16:19:43.099309;machine_01;STOPPED;174.0
2026-08-18T16:19:43.086539;machine_02;STOPPED;0.0
2026-08-18T16:19:42.089044;machine_01;STOPPED;274.0
2026-08-18T16:19:42.073278;machine_02;STOPPED;0.0
2026-08-18T16:19:41.093452;machine_01;STOPPED;374.0
2026-08-18T16:19:41.079170;machine_02;STOPPED;0.0
2026-08-18T16:19:40.067218;machine_01;STOPPED;474.0
2026-08-18T16:19:40.053245;machine_02;STOPPED;0.0
2026-08-18T16:19:39.055585;machine_01;RUNNING;574.0
2026-08-18T16:19:39.033373;machine_02;STOPPED;0.0
2026-08-18T16:19:36.795236;machine_01;RUNNING;585.0
2026-08-18T16:19:36.782781;machine_02;STOPPED;0.0
2026-08-18T16:19:35.783844;machine_01;RUNNING;573.0
2026-08-18T16:19:35.770393;machine_02;STOPPED;0.0
2026-08-18T16:19:34.786118;machine_01;RUNNING;579.0
2026-08-18T16:19:34.773192;machine_02;STOPPED;0.0
2026-08-18T16:19:33.780209;machine_02;STOPPED;0.0
2026-08-18T16:19:33.762693;machine_01;RUNNING;586.0
2026-08-18T16:19:32.770641;machine_01;RUNNING;600.0
2026-08-18T16:19:32.749589;machine_02;STOPPED;0.0
2026-08-18T16:19:31.752213;machine_02;STOPPED;0.0
2026-08-18T16:19:31.738244;machine_01;RUNNING;586.0
2026-08-18T16:19:30.738682;machine_02;STOPPED;0.0
2026-08-18T16:19:30.725402;machine_01;RUNNING;571.0
2026-08-18T16:19:29.728847;machine_02;STOPPED;0.0
2026-08-18T16:19:29.713437;machine_01;RUNNING;579.0
2026-08-18T16:19:28.711122;machine_01;RUNNING;570.0
2026-08-18T16:19:28.698745;machine_02;STOPPED;0.0
2026-08-18T16:19:27.702196;machine_02;STOPPED;0.0
2026-08-18T16:19:27.687219;machine_01;RUNNING;581.0
2026-08-18T16:19:26.701337;machine_01;RUNNING;583.0
2026-08-18T16:19:26.685107;machine_02;STOPPED;0.0
2026-08-18T16:19:25.695519;machine_02;STOPPED;0.0
2026-08-18T16:19:25.680549;machine_01;RUNNING;592.0
2026-08-18T16:19:24.697552;machine_01;RUNNING;581.0
2026-08-18T16:19:24.672761;machine_02;STOPPED;0.0
2026-08-18T16:19:23.642875;machine_01;RUNNING;566.0
2026-08-18T16:19:23.630341;machine_02;STOPPED;0.0
2026-08-18T16:19:22.631401;machine_01;RUNNING;551.0
2026-08-18T16:19:22.615556;machine_02;STOPPED;0.0
2026-08-18T16:19:21.348078;machine_01;RUNNING;847.0
2026-08-18T16:19:21.335755;machine_02;STOPPED;0.0
2026-08-18T16:19:20.347140;machine_02;STOPPED;0.0
2026-08-18T16:19:20.331909;machine_01;RUNNING;832.0
2026-08-18T16:19:19.331064;machine_01;RUNNING;523.0
2026-08-18T16:19:19.319354;machine_02;STOPPED;0.0
2026-08-18T16:19:18.330425;machine_01;RUNNING;520.0
2026-08-18T16:19:18.317792;machine_02;STOPPED;0.0
2026-08-18T16:19:17.322709;machine_01;RUNNING;510.0
2026-08-18T16:19:17.309575;machine_02;STOPPED;0.0
2026-08-18T16:19:16.308919;machine_02;STOPPED;0.0
2026-08-18T16:19:16.295218;machine_01;STOPPED;0.0
2026-08-18T16:19:15.295646;machine_02;STOPPED;0.0
2026-08-18T16:19:15.280047;machine_01;STOPPED;0.0
2026-08-18T16:19:14.284822;machine_01;STOPPED;0.0
2026-08-18T16:19:14.267161;machine_02;STOPPED;0.0
2026-08-18T16:19:13.281304;machine_02;STOPPED;0.0
2026-08-18T16:19:13.266361;machine_01;STOPPED;0.0
2026-08-18T16:19:12.266753;machine_01;STOPPED;0.0
2026-08-18T16:19:12.253799;machine_02;STOPPED;0.0
2026-08-18T16:19:11.253461;machine_02;STOPPED;0.0
2026-08-18T16:19:11.239883;machine_01;STOPPED;0.0
2026-08-18T16:19:10.237374;machine_01;STOPPED;0.0
2026-08-18T16:19:10.224332;machine_02;STOPPED;0.0
2026-08-18T16:19:09.231692;machine_01;STOPPED;0.0
2026-08-18T16:19:09.212492;machine_02;STOPPED;0.0
2026-08-18T16:19:08.214710;machine_01;RUNNING;869.0
2026-08-18T16:19:08.200368;machine_02;STOPPED;0.0
2026-08-18T16:19:06.738753;machine_02;STOPPED;0.0
2026-08-18T16:19:06.723792;machine_01;RUNNING;865.0
2026-08-18T16:19:05.720573;machine_01;RUNNING;852.0
2026-08-18T16:19:05.708550;machine_02;STOPPED;0.0
2026-08-18T16:19:04.708526;machine_01;RUNNING;1151.0
2026-08-18T16:19:04.696091;machine_02;STOPPED;0.0
2026-08-18T16:19:03.700388;machine_02;STOPPED;0.0
2026-08-18T16:19:03.685722;machine_01;RUNNING;1140.0
2026-08-18T16:19:02.683143;machine_02;STOPPED;0.0
2026-08-18T16:19:02.669042;machine_01;RUNNING;1154.0
2026-08-18T16:19:01.674745;machine_02;STOPPED;0.0
2026-08-18T16:19:01.659831;machine_01;RUNNING;1167.0
2026-08-18T16:19:00.659364;machine_02;STOPPED;0.0
2026-08-18T16:19:00.645634;machine_01;RUNNING;1156.0
2026-08-18T16:18:59.644445;machine_02;STOPPED;0.0
2026-08-18T16:18:59.631039;machine_01;RUNNING;1144.0
2026-08-18T16:18:58.631003;machine_02;STOPPED;0.0
2026-08-18T16:18:58.615023;machine_01;RUNNING;1435.0
2026-08-18T16:18:57.613875;machine_01;RUNNING;1420.0
2026-08-18T16:18:57.601889;machine_02;STOPPED;0.0
2026-08-18T16:18:56.600644;machine_01;RUNNING;1408.0
